P_AC_in,,,,P_AC_out,,
a,b,r,,a,b,r
1,0,0.288,,0.4676517,0,0.4409
0.0121431,0.2655405,5.327,,0.0241792,0.1955197,7.7391
0.0302956,0.1688428,10.9672,,0.0394985,0.0769632,13.3048
0.0461654,-0.0052041,16.9504,,0.058967,-0.1820621,19.4653
0.0613587,-0.2627365,22.962,,0.0786995,-0.5661613,25.6639
0.0766869,-0.6147023,28.943,,0.1015486,-1.1525589,31.6238
0.0917699,-1.0512503,35.1715,,0.1185921,-1.6915391,37.5597
0.1047052,-1.5062057,43.2,,0.1352687,-2.3179088,43.2
