P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,,P_AC_out_only_PE,,,P_Ac_in_only_PE,
-16560,-15794.11058,765.8894152,,16560,15768.78024,791.2197574,,-16560,-16266.34776,-293.6522378,,16560,16914.75759,354.7575874,,,-16560,436.46217,,16560,472.2371774
-16596,-15828.85475,767.1452502,,16596,15803.23525,792.7647463,,-16596,-16301.07351,-294.9264933,,16596,16952.29774,356.2977415,,,-16596,436.4670048,,16596,472.2187569
-16632,-15863.59625,768.4037481,,16632,15837.68697,794.3130339,,-16632,-16335.79659,-296.203409,,16632,16989.84131,357.8413061,,,-16632,436.4717278,,16632,472.2003391
-16668,-15898.33509,769.6649084,,16668,15872.13538,795.8646214,,-16668,-16370.51702,-297.4829841,,16668,17027.38828,359.3882818,,,-16668,436.4763396,,16668,472.1819243
-16704,-15930.38573,773.6142693,,16704,15904.19839,799.8016059,,-16704,-16405.28424,-298.7157616,,16704,17064.99273,360.9927298,,,-16704,438.8088761,,16704,474.8985077
-16740,-15965.11945,774.8805469,,16740,15938.63992,801.3600764,,-16740,-16439.99944,-300.0005551,,16740,17102.54665,362.546651,,,-16740,438.8134254,,16740,474.8799918
-16776,-15999.85051,776.149485,,16776,15973.07815,802.9218493,,-16776,-16474.71199,-301.2880063,,16776,17140.10398,364.1039849,,,-16776,438.8178644,,16776,474.8614787
-16812,-16034.57892,777.4210831,,16812,16007.51307,804.4869258,,-16812,-16509.42189,-302.5781147,,16812,17177.66473,365.6647319,,,-16812,438.8221939,,16812,474.8429684
-16848,-16066.61993,781.3800727,,16848,16039.56218,808.4378224,,-16848,-16544.17897,-303.8210268,,16848,17215.28344,367.2834407,,,-16848,441.1543817,,16848,477.5590459
-16884,-16101.34322,782.6567835,,16884,16073.99021,810.0097859,,-16884,-16578.88365,-305.1163487,,16884,17252.85114,368.8511374,,,-16884,441.1586485,,16884,477.5404348
-16920,-16136.06385,783.9361524,,16920,16108.41494,811.5850555,,-16920,-16613.58567,-306.4143261,,16920,17290.42225,370.4222488,,,-16920,441.1628067,,16920,477.5218263
-16956,-16170.78182,785.2181789,,16956,16142.83637,813.1636323,,-16956,-16648.28504,-307.7149581,,16956,17327.99678,371.9967754,,,-16956,441.1668569,,16956,477.5032208
-16992,-16202.81321,789.1867885,,16992,16174.87155,817.1284458,,-16992,-16683.032,-308.9679958,,16992,17365.62975,373.6297538,,,-16992,443.498692,,16992,480.2187927
-17028,-16237.52608,790.473923,,17028,16209.28609,818.7139137,,-17028,-16717.72616,-310.2738368,,17028,17403.21123,375.2112343,,,-17028,443.5026794,,17028,480.2000862
-17064,-16272.23629,791.7637134,,17064,16243.69731,820.3026913,,-17064,-16752.41767,-311.5823307,,17064,17440.79613,376.7961316,,,-17064,443.5065597,,17064,480.1813827
-17100,-16306.94384,793.0561589,,17100,16278.10522,821.8947796,,-17100,-16787.10652,-312.8934769,,17100,17478.38445,378.3844461,,,-17100,443.5103335,,17100,480.162682
-17136,-16338.96562,797.0343799,,17136,16310.12649,825.8735149,,-17136,-16821.84337,-314.1566312,,17136,17516.0317,380.0317028,,,-17136,445.8418121,,17136,482.8777487
-17172,-16373.66807,798.3319288,,17172,16344.5275,827.4724986,,-17172,-16856.52702,-315.4729816,,17172,17553.62698,381.6269754,,,-17172,445.8455232,,17172,482.8589472
-17208,-16408.36787,799.6321312,,17208,16378.9252,829.0747953,,-17208,-16891.20802,-316.7919826,,17208,17591.22567,383.2256669,,,-17208,445.8491284,,17208,482.8401486
-17244,-16443.06501,800.9349863,,17244,16413.31959,830.6804063,,-17244,-16925.88637,-318.1136335,,17244,17628.82778,384.8277776,,,-17244,445.8526287,,17244,482.8213528
-17280,-16475.07719,804.92281,,17280,16445.32693,834.6730685,,-17280,-16960.6131,-319.3868954,,17280,17666.48932,386.4893214,,,-17280,448.1837471,,17280,485.5359146
-17316,-16509.76924,806.230764,,17316,16479.71442,836.285579,,-17316,-16995.28625,-320.7137458,,17316,17704.09839,388.0983945,,,-17316,448.1871845,,17316,485.5170182
-17352,-16544.45863,807.541369,,17352,16514.09859,837.9014061,,-17352,-17029.95676,-322.0432444,,17352,17741.71089,389.7108884,,,-17352,448.1905177,,17352,485.4981246
-17388,-16579.14538,808.8546244,,17388,16548.47945,839.5205509,,-17388,-17064.62461,-323.3753905,,17388,17779.3268,391.3268038,,,-17388,448.1937471,,17388,485.4792339
-17424,-16611.14796,812.8520421,,17424,16580.47285,843.5271451,,-17424,-17099.34125,-324.658751,,17424,17817.00264,393.0026434,,,-17424,450.5245017,,17424,488.1932911
-17460,-16645.82961,814.1703918,,17460,16614.84681,845.1531935,,-17460,-17134.00391,-325.9960919,,17460,17854.62553,394.6255253,,,-17460,450.5276682,,17460,488.1742999
-17496,-16680.50861,815.4913902,,17496,16649.21744,846.782562,,-17496,-17168.66392,-327.3360786,,17496,17892.25183,396.2518301,,,-17496,450.5307319,,17496,488.1553116
-17532,-16715.18496,816.8150366,,17532,16683.58475,848.4152516,,-17532,-17203.32129,-328.6787104,,17532,17929.88156,397.8815584,,,-17532,450.5336932,,17532,488.1363262
-17568,-16747.17796,820.8220397,,17568,16715.56422,852.435783,,-17568,-17238.02784,-329.9721606,,17568,17967.5717,399.5717025,,,-17568,452.8640805,,17568,490.8498791
-17604,-16781.84922,822.1507757,,17604,16749.92462,854.0753804,,-17604,-17272.68002,-331.3199826,,17604,18005.2084,401.2084017,,,-17604,452.8669787,,17604,490.8307931
-17640,-16816.51784,823.482158,,17640,16784.2817,855.7183013,,-17640,-17307.32955,-332.670448,,17640,18042.84853,402.8485258,,,-17640,452.8697755,,17640,490.81171
-17676,-16851.18381,824.816186,,17676,16818.63545,857.3645469,,-17676,-17341.97644,-334.0235561,,17676,18080.49208,404.4920754,,,-17676,452.8724715,,17676,490.7926299
-17712,-16883.16723,828.832766,,17712,16850.60098,861.3990207,,-17712,-17376.67291,-335.3270869,,17712,18118.19653,406.1965329,,,-17712,455.2024878,,17712,493.5056791
-17748,-16917.82812,830.1718791,,17748,16884.94782,863.0521781,,-17748,-17411.31462,-336.6853805,,17748,18155.84706,407.8470576,,,-17748,455.2051205,,17748,493.4864986
-17784,-16952.48636,831.513636,,17784,16919.29134,864.7086623,,-17784,-17445.95368,-338.0463151,,17784,18193.50101,409.5010093,,,-17784,455.207653,,17784,493.4673209
-17820,-16987.14196,832.8580363,,17820,16953.63153,866.3684746,,-17820,-17480.59011,-339.4098901,,17820,18231.15839,411.1583887,,,-17820,455.2100859,,17820,493.4481462
-17856,-17019.11582,836.8841845,,17856,16985.5831,870.4168963,,-17856,-17515.27651,-340.7234926,,17856,18268.87717,412.8771683,,,-17856,457.539728,,17856,496.1606919
-17892,-17053.76633,838.2336653,,17892,17019.91638,872.0836245,,-17892,-17549.90775,-342.0922484,,17892,18306.54153,414.5415269,,,-17892,457.5420976,,17892,496.1414169
-17928,-17088.41421,839.5857876,,17928,17054.24632,873.753683,,-17928,-17584.53636,-343.4636429,,17928,18344.20931,416.2093148,,,-17928,457.5443682,,17928,496.1221447
-17964,-17123.05945,840.9405509,,17964,17088.57293,875.427073,,-17964,-17619.16232,-344.8376752,,17964,18381.88053,417.8805323,,,-17964,457.5465407,,17964,496.1028757
-18000,-17155.02374,844.9762587,,18000,17120.51055,879.4894479,,-18000,-17653.83866,-346.1613405,,18000,18419.61364,419.6136428,,,-18000,459.8758051,,18000,498.8149182
-18036,-17189.6639,846.3360979,,18036,17154.83024,881.1697579,,-18036,-17688.45945,-347.5405492,,18036,18457.29184,421.2918438,,,-18036,459.8779141,,18036,498.7955487
-18072,-17224.30142,847.6985763,,18072,17189.1466,882.8534015,,-18072,-17723.07761,-348.922394,,18072,18494.97348,422.9734761,,,-18072,459.8799254,,18072,498.7761823
-18108,-17258.93631,849.0636932,,18108,17223.45962,884.5403798,,-18108,-17757.69313,-350.3068744,,18108,18532.65854,424.6585402,,,-18108,459.8818396,,18108,498.7568188
-18144,-17290.89105,853.1089522,,18144,17255.38329,888.6167135,,-18144,-17792.35941,-351.6405935,,18144,18570.40599,426.4059904,,,-18144,462.2107231,,18144,501.4683587
-18180,-17325.52086,854.4791405,,18180,17289.68938,890.310616,,-18180,-17826.96975,-353.0302455,,18180,18608.09804,428.0980423,,,-18180,462.2125737,,18180,501.448895
-18216,-17360.14803,855.8519656,,18216,17323.99214,892.0078555,,-18216,-17861.57747,-354.4225314,,18216,18645.79353,429.7935275,,,-18216,462.214328,,18216,501.4294342
-18252,-17394.77257,857.227427,,18252,17358.29157,893.708433,,-18252,-17896.18255,-355.8174504,,18252,18683.49245,431.4924465,,,-18252,462.2159865,,18252,501.4099766
-18288,-17426.71777,861.2822285,,18288,17390.20127,897.7987311,,-18288,-17930.83879,-357.1612145,,18288,18721.25425,433.2542453,,,-18288,464.5444858,,18288,504.121014
-18324,-17461.33724,862.6627567,,18324,17424.49376,899.5062369,,-18324,-17965.4387,-358.5613005,,18324,18758.96016,434.9601564,,,-18324,464.5460805,,18324,504.1014562
-18360,-17495.95408,864.0459193,,18360,17458.78292,901.217083,,-18360,-18000.03598,-359.964018,,18360,18796.6695,436.6695029,,,-18360,464.5475801,,18360,504.0819013
-18396,-17530.56828,865.4317158,,18396,17493.06873,902.9312704,,-18396,-18034.63063,-361.3693663,,18396,18834.38229,438.3822854,,,-18396,464.548985,,18396,504.0623495
-18432,-17562.50395,869.4960512,,18432,17524.96446,907.0355385,,-18432,-18069.27683,-362.7231663,,18432,18872.15844,440.1584417,,,-18432,466.8770968,,18432,506.7728849
-18468,-17597.11309,870.8869101,,18468,17559.24334,908.7566583,,-18468,-18103.86632,-364.133677,,18468,18909.87822,441.8782205,,,-18468,466.8784378,,18468,506.7532331
-18504,-17631.7196,872.2804009,,18504,17593.51888,910.4811216,,-18504,-18138.45318,-365.5468167,,18504,18947.60144,443.6014368,,,-18504,466.8796848,,18504,506.7335842
-18540,-17666.32348,873.6765233,,18540,17627.79107,912.2089295,,-18540,-18173.03742,-366.9625849,,18540,18985.32809,445.3280911,,,-18540,466.8808384,,18540,506.7139384
-18576,-17698.24962,877.7503842,,18576,17659.67283,916.3271734,,-18576,-18207.67359,-368.3264121,,18576,19023.11861,447.1186137,,,-18576,469.2085597,,18576,509.4239721
-18612,-17732.84844,879.1515644,,18612,17693.93808,918.0619178,,-18612,-18242.25266,-369.7473381,,18612,19060.85227,448.8522686,,,-18612,469.2096492,,18612,509.4042263
-18648,-17767.44463,880.5553743,,18648,17728.19999,919.8000091,,-18648,-18276.82911,-371.1708907,,18648,19098.58936,450.5893632,,,-18648,469.2106459,,18648,509.3844836
-18684,-17802.03819,881.9618133,,18684,17762.45855,921.5414482,,-18684,-18311.40293,-372.5970695,,18684,19136.3299,452.3298979,,,-18684,469.2115503,,18684,509.3647438
-18720,-17833.95481,886.0451912,,18720,17794.32633,925.6736736,,-18720,-18346.02909,-373.9709149,,18720,19174.1348,454.1347956,,,-18720,471.538878,,18720,512.0742763
-18756,-17868.54332,887.4566835,,18756,17828.57795,927.4220532,,-18756,-18380.59775,-375.4022468,,18756,19211.88234,455.8823352,,,-18756,471.539718,,18756,512.0544367
-18792,-17903.1292,888.8708032,,18792,17862.82622,929.173783,,-18792,-18415.1638,-376.836203,,18792,19249.63332,457.6333166,,,-18792,471.5404664,,18792,512.0346002
-18828,-17937.71245,890.2875497,,18828,17897.07114,930.9288637,,-18828,-18449.72722,-378.272783,,18828,19287.38774,459.3877401,,,-18828,471.5411236,,18828,512.0147667
-18864,-17969.61956,894.380436,,18864,17928.92492,935.0750766,,-18864,-18484.34336,-379.6566379,,18864,19325.20702,461.2070219,,,-18864,473.8680547,,18864,514.7237981
-18900,-18004.19777,895.8022312,,18900,17963.1629,936.8371021,,-18900,-18518.90163,-381.0983663,,18900,19362.96845,462.9684546,,,-18900,473.8686475,,18900,514.7038649
-18936,-18038.77335,897.2266515,,18936,17997.39752,938.6024808,,-18936,-18553.45728,-382.5427168,,18936,19400.73333,464.7333312,,,-18936,473.8691496,,18936,514.6839347
-18972,-18073.3463,898.6536961,,18972,18031.62879,940.3712138,,-18972,-18588.01031,-383.9896886,,18972,19438.50165,466.501652,,,-18972,473.8695618,,18972,514.6640075
-19008,-18105.24392,902.7560824,,19008,18063.46858,944.5314201,,-19008,-18622.61646,-385.3835441,,19008,19476.33533,468.3353268,,,-19008,476.1960933,,19008,517.3725383
-19044,-18139.81183,904.1881713,,19044,18097.6929,946.3071019,,-19044,-18657.16434,-386.8356598,,19044,19514.11066,470.1106612,,,-19044,476.1964407,,19044,517.3525115
-19080,-18174.37712,905.622883,,19080,18131.91386,948.0861401,,-19080,-18691.7096,-388.2903952,,19080,19551.88944,471.8894415,,,-19080,476.1966986,,19080,517.3324878
-19116,-18208.93978,907.0602167,,19116,18166.13146,949.8685358,,-19116,-18726.25225,-389.7477496,,19116,19589.67167,473.6716682,,,-19116,476.1968676,,19116,517.3124671
-19152,-18240.82791,911.1720944,,19152,18197.95726,954.0427415,,-19152,-18760.8484,-391.1515968,,19152,19627.51974,475.5197448,,,-19152,478.5229967,,19152,520.0204976
-19188,-18275.38553,912.6144679,,19188,18232.16791,955.8320901,,-19188,-18795.38591,-392.6140906,,19188,19665.30899,477.3089894,,,-19188,478.5231007,,19188,520.0003773
-19224,-18309.94054,914.0594617,,19224,18266.3752,957.6247983,,-19224,-18829.9208,-394.0792016,,19224,19703.10168,479.101682,,,-19224,478.5231163,,19224,519.9802601
-19260,-18344.49292,915.5070753,,19260,18300.57913,959.4208671,,-19260,-18864.45307,-395.5469293,,19260,19740.89782,480.897823,,,-19260,478.5230441,,19260,519.960146
-19296,-18376.37156,919.628436,,19296,18332.39092,963.6090783,,-19296,-18899.03924,-396.9607594,,19296,19778.76031,482.7603105,,,-19296,480.8487678,,19296,522.6676766
-19332,-18410.91892,921.0810848,,19332,18366.5879,965.4121041,,-19332,-18933.56638,-398.4336218,,19332,19816.56347,484.5634738,,,-19332,480.8486303,,19332,522.647463
-19368,-18445.46365,922.5363517,,19368,18400.78151,967.2184927,,-19368,-18968.0909,-399.9090992,,19368,19854.37009,486.3700871,,,-19368,480.8484056,,19368,522.6272525
-19404,-18480.00576,923.9942359,,19404,18434.97175,969.0282451,,-19404,-19002.61281,-401.3871909,,19404,19892.18015,488.1801511,,,-19404,480.848094,,19404,522.607045
-19440,-18511.87493,928.1250712,,19440,18466.31414,973.6858649,,-19440,-19037.189,-402.8109951,,19440,19930.06914,490.0691436,,,-19440,483.6167213,,19440,525.3140761
-19476,-18546.41201,929.5879862,,19476,18500.49738,975.5026225,,-19476,-19071.70578,-404.294217,,19476,19967.88626,491.8862577,,,-19476,483.6163648,,19476,525.2937692
-19512,-18580.94648,931.0535169,,19512,18534.67725,977.3227458,,-19512,-19106.21995,-405.7800514,,19512,20005.70682,493.706824,,,-19512,483.6159218,,19512,525.2734655
-19548,-18615.47834,932.5216627,,19548,18568.85376,979.1462359,,-19548,-19140.7315,-407.2684978,,19548,20043.53084,495.5308431,,,-19548,483.6153928,,19548,525.2531649
-19584,-18647.33804,936.661964,,19584,18600.1501,983.8499017,,-19584,-19175.29773,-408.7022673,,19584,20081.43524,497.4352398,,,-19584,486.4146619,,19584,527.9596967
-19620,-18681.86486,938.1351361,,19620,18634.3196,985.6804038,,-19620,-19209.80416,-410.1958394,,19620,20119.26631,499.2663149,,,-19620,486.4140889,,19620,527.9392967
-19656,-18716.38908,939.6109216,,19656,18668.48573,987.5142745,,-19656,-19244.30798,-411.6920217,,19656,20157.10084,501.1008444,,,-19656,486.4134301,,19656,527.9188999
-19692,-18750.91068,941.0893198,,19692,18702.64849,989.3515149,,-19692,-19278.80919,-413.1908136,,19692,20194.93883,502.9388288,,,-19692,486.4126861,,19692,527.8985062
-19728,-18782.76092,945.2390787,,19728,18733.93083,994.0691712,,-19728,-19313.36546,-414.6345396,,19728,20232.85779,504.8577897,,,-19728,489.2113815,,19728,530.6045391
-19764,-18817.2775,946.7224987,,19764,18768.08657,995.9134272,,-19764,-19347.86155,-416.1384526,,19764,20270.70283,506.7028345,,,-19764,489.2105927,,19764,530.5840461
-19800,-18851.79147,948.2085298,,19800,18802.23895,997.7610549,,-19800,-19382.35503,-417.6449734,,19800,20308.55134,508.5513358,,,-19800,489.2097191,,19800,530.5635564
-19836,-18886.30283,949.6971712,,19836,18836.38794,999.6120552,,-19836,-19416.8459,-419.1541016,,19836,20346.40329,510.4032941,,,-19836,489.2087611,,19836,530.5430696
-19872,-18918.14362,953.8563795,,19872,18867.65629,1004.343709,,-19872,-19451.39222,-420.6077753,,19872,20384.33683,512.3368284,,,-19872,492.0068806,,19872,533.2486042
-19908,-18952.64996,955.3500383,,19908,18901.79827,1006.201728,,-19908,-19485.87798,-422.12202,,19908,20422.19585,514.1958516,,,-19908,492.0058764,,19908,533.2280183
-19944,-18987.15369,956.8463058,,19944,18935.93688,1008.063122,,-19944,-19520.36113,-423.6388702,,19944,20460.05833,516.0583333,,,-19944,492.0047887,,19944,533.2074356
-19980,-19021.65482,958.3451814,,19980,18970.07211,1009.927892,,-19980,-19554.84167,-425.1583254,,19980,20497.92427,517.9242742,,,-19980,492.0036178,,19980,533.186856
-20016,-19053.48617,962.5138304,,20016,19001.32645,1014.67355,,-20016,-19589.37806,-426.6219381,,20016,20535.87239,519.872391,,,-20016,494.801159,,20016,535.8918923
-20052,-19087.98228,964.017719,,20052,19035.45466,1016.545342,,-20052,-19623.85349,-428.1465053,,20052,20573.7454,521.7454011,,,-20052,494.7999409,,20052,535.8712137
-20088,-19122.47579,965.5242138,,20088,19069.57949,1018.420512,,-20088,-19658.32632,-429.6736756,,20088,20611.62187,523.621872,,,-20088,494.79864,,20088,535.8505382
-20124,-19156.96669,967.0333145,,20124,19103.70094,1020.299061,,-20124,-19692.79655,-431.2034486,,20124,20649.5018,525.5018041,,,-20124,494.7972569,,20124,535.8298659
-20160,-19188.7886,971.211396,,20160,19134.94127,1025.058729,,-20160,-19727.32301,-432.6769916,,20160,20687.46451,527.4645125,,,-20160,497.5942165,,20160,538.5344044
-20196,-19223.27449,972.7255051,,20196,19169.0557,1026.944304,,-20196,-19761.78813,-434.211872,,20196,20725.35152,529.3515182,,,-20196,497.5927858,,20196,538.5136331
-20232,-19257.75778,974.2422183,,20232,19203.16674,1028.83326,,-20232,-19796.25065,-435.7493533,,20232,20763.24199,531.2419869,,,-20232,497.5912731,,20232,538.492865
-20268,-19292.23847,975.7615349,,20268,19237.2744,1030.725597,,-20268,-19830.71057,-437.2894349,,20268,20801.13592,533.1359189,,,-20268,497.5896781,,20268,538.4721
-20304,-19324.05096,979.9490405,,20304,19268.50072,1035.499283,,-20304,-19865.2271,-438.7728994,,20304,20839.11323,535.1132281,,,-20304,500.3860549,,20304,541.1761411
-20340,-19358.52664,981.4733611,,20340,19302.60135,1037.39865,,-20340,-19899.68192,-440.3180839,,20340,20877.01424,537.0142381,,,-20340,500.3844119,,20340,541.1552772
-20376,-19392.99972,983.0002835,,20376,19336.6986,1039.301401,,-20376,-19934.13413,-441.865867,,20376,20914.91871,538.9187132,,,-20376,500.3826878,,20376,541.1344165
-20412,-19427.47019,984.529807,,20412,19370.79246,1041.207535,,-20412,-19968.58375,-443.416248,,20412,20952.82665,540.8266538,,,-20412,500.3808812,,20412,541.113559
-20448,-19459.27327,988.7267283,,20448,19402.00475,1045.995247,,-20448,-20003.09037,-444.9096253,,20448,20990.81857,542.818573,,,-20448,503.176674,,20448,543.817103
-20484,-19493.73875,990.2612514,,20484,19436.09158,1047.908416,,-20484,-20037.5349,-446.4651047,,20484,21028.7336,544.733596,,,-20484,503.17482,,20484,543.7961467
-20520,-19528.20163,991.7983739,,20520,19470.17503,1049.82497,,-20520,-20071.97682,-448.0231803,,20520,21066.65209,546.6520862,,,-20520,503.1728838,,20520,543.7751936
-20556,-19562.6619,993.3380953,,20556,19504.25509,1051.744912,,-20556,-20106.41615,-449.5838516,,20556,21104.57404,548.574044,,,-20556,503.170868,,20556,543.7542437
-20592,-19594.45558,997.5444239,,20592,19535.45334,1056.546656,,-20592,-20140.91287,-451.087133,,20592,21142.58058,550.5805824,,,-20592,505.9660736,,20592,546.4572909
-20628,-19628.91086,999.0891404,,20628,19569.52636,1058.473635,,-20628,-20175.3471,-452.6528981,,20628,21180.50963,552.5096271,,,-20628,505.9640079,,20628,546.4362423
-20664,-19663.36355,1000.636454,,20664,19603.596,1060.404004,,-20664,-20209.77874,-454.2212572,,20664,21218.44214,554.4421411,,,-20664,505.9618629,,20664,546.4151968
