P_AC_in,,,,P_AC_out,,
a,b,r,,a,b,r
0.0032943,0,4.2596,,0.0047058,0,4.683
0.0149878,-0.0498091,9.5698,,0.0193128,-0.068405,10.3447
0.0262606,-0.1576878,14.943,,0.0339835,-0.2201689,15.9294
0.0372314,-0.3216248,20.3896,,0.0488877,-0.4575827,21.4595
0.0479699,-0.5405794,25.9717,,0.0640742,-0.783479,26.9382
0.0585554,-0.8155023,31.677,,0.0797376,-1.20542,32.4102
0.0688578,-1.1418524,37.3923,,0.0955778,-1.7188068,37.839
0.0790063,-1.5213258,43.2,,0.1116668,-2.3275961,43.2
