P_AC_out_only_PE,,,P_Ac_in_only_PE,
-25344,597.3323664,,25344,650.9350331
-25380,597.3236798,,25380,650.9103226
-25416,597.3149319,,25416,650.8856156
-25452,597.3061213,,25452,650.8609127
-25488,600.0802895,,25488,654.2384098
-25524,600.0714106,,25524,654.213585
-25560,600.0624693,,25560,654.1887639
-25596,600.0534659,,25596,654.1639461
-25632,602.8269893,,25632,657.5408367
-25668,602.8179169,,25668,657.5158973
-25704,602.8087828,,25704,657.4909617
-25740,602.7995884,,25740,657.4660296
-25776,605.5724642,,25776,660.842314
-25812,605.5631991,,25812,660.8172605
-25848,605.5538731,,25848,660.7922101
-25884,605.5444864,,25884,660.7671643
-25920,609.1158428,,25920,664.1428425
-25956,609.1064004,,25956,664.1176746
-25992,609.0968967,,25992,664.0925109
-26028,609.0873321,,26028,664.0673501
-26064,612.7297342,,26064,667.4424232
-26100,612.7201141,,26100,667.4171415
-26136,612.7104334,,26136,667.3918632
-26172,612.7006935,,26172,667.3665889
-26208,616.3420496,,26208,670.741057
-26244,616.3322513,,26244,670.7156611
-26280,616.3223942,,26280,670.6902688
-26316,616.3124766,,26316,670.6648807
-26352,619.9527876,,26352,674.0387438
-26388,619.9428129,,26388,674.0132342
-26424,619.932777,,26424,673.9877285
-26460,619.9226823,,26460,673.9622262
-26496,623.561949,,26496,677.3354853
-26532,623.5517954,,26532,677.3098617
-26568,623.5415823,,26568,677.2842431
-26604,623.5313092,,26604,677.2586271
-26640,627.1695315,,26640,680.6312823
-26676,627.1591996,,26676,680.6055452
-26712,627.148808,,26712,680.5798123
-26748,627.1383569,,26748,680.5540831
-26784,630.7755347,,26784,683.9261354
-26820,630.7650241,,26820,683.9002854
-26856,630.7544534,,26856,683.8744388
-26892,630.743824,,26892,683.848596
-26928,634.3799581,,26928,687.2200454
-26964,634.3692673,,26964,687.194082
-27000,634.3585181,,27000,687.1681222
-27036,634.3477089,,27036,687.1421663
-27072,637.9828011,,27072,690.5130128
-27108,637.9719298,,27108,690.4869356
-27144,637.9610006,,27144,690.460864
-27180,637.9500122,,27180,690.4347947
-27216,641.5840613,,27216,693.8050382
-27252,641.5730108,,27252,693.7788496
-27288,641.5619013,,27288,693.7526639
-27324,641.550733,,27324,693.7264825
-27360,645.1837389,,27360,697.0961241
-27396,645.1725078,,27396,697.0698217
-27432,645.1612173,,27432,697.0435232
-27468,645.1498688,,27468,697.0172293
-27504,648.7818331,,27504,700.3862699
-27540,648.7704209,,27540,700.3598552
-27576,648.75895,,27576,700.3334435
-27612,648.7474207,,27612,700.3070366
-27648,652.378343,,27648,703.6754761
-27684,652.366749,,27684,703.6489485
-27720,652.355096,,27720,703.6224251
-27756,652.343387,,27756,703.5959056
-27792,655.973267,,27792,706.963745
-27828,655.961491,,27828,706.9371049
-27864,655.949658,,27864,706.9104683
-27900,655.937765,,27900,706.8838367
-27936,659.566606,,27936,710.2510759
-27972,659.554647,,27972,710.2243229
-28008,659.542631,,28008,710.1975754
-28044,659.530557,,28044,710.1708311
-28080,663.158357,,28080,713.5374701
-28116,663.146216,,28116,713.5106056
-28152,663.134017,,28152,713.4837448
-28188,663.121761,,28188,713.4568882
-28224,663.109448,,28224,713.4300365
-28260,666.736195,,28260,716.7959522
-28296,666.723814,,28296,716.7689794
-28332,666.711375,,28332,716.7420111
-28368,666.69888,,28368,716.7150467
-28404,670.324586,,28404,720.0803629
-28440,670.312021,,28440,720.0532786
-28476,670.2994,,28476,720.0261989
-28512,670.286721,,28512,719.9991222
-28548,673.911386,,28548,723.3638409
-28584,673.898637,,28584,723.3366444
-28620,673.885832,,28620,723.3094527
-28656,673.872971,,28656,723.2822642
-28692,677.496594,,28692,726.6463851
-28728,677.483662,,28728,726.6190769
-28764,677.470673,,28764,726.5917736
-28800,677.457628,,28800,726.5644736
-28836,681.080211,,28836,729.9279966
-28872,681.067094,,28872,729.900577
-28908,681.053921,,28908,729.8731625
-28944,681.040692,,28944,729.8457514
-28980,684.662234,,28980,733.7359659
-29016,684.648933,,29016,733.7084158
-29052,684.635575,,29052,733.6808697
-29088,684.622161,,29088,733.6533273
-29124,688.242664,,29124,737.8072411
-29160,688.229177,,29160,737.7795495
-29196,688.215635,,29196,737.751863
-29232,691.835115,,29232,741.9051976
-29268,691.821498,,29268,741.877361
-29304,691.807826,,29304,741.8495292
-29340,691.794098,,29340,741.8217006
-29376,695.41254,,29376,745.9743038
-29412,695.398737,,29412,745.9463272
-29448,695.384878,,29448,745.9183543
-29484,695.370965,,29484,745.8903849
-29520,698.988367,,29520,750.0422564
-29556,698.974378,,29556,750.0141389
-29592,698.960334,,29592,749.9860253
-29628,698.946234,,29628,749.9579163
-29664,702.562598,,29664,754.1090567
-29700,702.548422,,29700,754.0807986
-29736,702.534191,,29736,754.0525446
-29772,702.519905,,29772,754.0242951
-29808,706.13523,,29808,758.174705
-29844,706.120867,,29844,758.1463066
-29880,706.106449,,29880,758.1179133
-29916,706.091975,,29916,758.0895227
-29952,709.706263,,29952,762.2392027
-29988,709.691712,,29988,762.2106642
-30024,709.677106,,30024,762.1821309
-30060,709.662447,,30060,762.1536004
-30096,713.275695,,30096,766.302551
-30132,713.260956,,30132,766.2738726
-30168,713.246164,,30168,766.2451985
-30204,713.231315,,30204,766.2165293
-30240,716.843526,,30240,770.3647501
-30276,716.8286,,30276,770.335932
-30312,716.813619,,30312,770.3071193
-30348,716.798582,,30348,770.2783096
-30384,720.409755,,30384,774.4258022
-30420,720.39464,,30420,774.3968446
-30456,720.379469,,30456,774.3678915
-30492,720.364246,,30492,774.3389424
-30528,723.97438,,30528,778.4857064
-30564,723.959076,,30564,778.4566104
-30600,723.943717,,30600,778.4275171
-30636,723.928305,,30636,778.3984288
-30672,723.912838,,30672,778.3693452
-30708,727.521908,,30708,782.5152296
-30744,727.50636,,30744,782.4859981
-30780,727.490759,,30780,782.4567709
-30816,727.475103,,30816,782.4275474
-30852,731.083135,,30852,786.5727051
-30888,731.067397,,30888,786.5433347
-30924,731.051606,,30924,786.5139676
-30960,731.035762,,30960,786.4846053
-30996,734.642754,,30996,790.629037
-31032,734.626827,,31032,790.599527
-31068,734.610846,,31068,790.570022
-31104,734.594813,,31104,790.540521
-31140,738.200766,,31140,794.684225
-31176,738.184649,,31176,794.654577
-31212,738.168479,,31212,794.624933
-31248,738.152255,,31248,794.595293
-31284,741.75717,,31284,798.738272
-31320,741.740862,,31320,798.708486
-31356,741.724501,,31356,798.678703
-31392,741.708087,,31392,798.648924
-31428,745.311964,,31428,802.791178
-31464,745.295465,,31464,802.761253
-31500,745.278914,,31500,802.731332
-31536,745.26231,,31536,802.701416
-31572,748.865148,,31572,806.842945
-31608,748.848458,,31608,806.812881
-31644,748.831715,,31644,806.782822
-31680,748.81492,,31680,806.752767
-31716,752.416719,,31716,810.893572
-31752,752.399838,,31752,810.86337
-31788,752.382904,,31788,810.833173
-31824,752.365918,,31824,810.80298
-31860,755.966678,,31860,814.943062
-31896,755.949606,,31896,814.912721
-31932,755.93248,,31932,814.882387
-31968,755.915302,,31968,814.852055
-32004,759.515024,,32004,818.991414
-32040,759.497759,,32040,818.960936
-32076,759.480441,,32076,818.930464
-32112,759.463072,,32112,818.899995
-32148,763.061755,,32148,823.038631
-32184,763.044297,,32184,823.008016
-32220,763.026788,,32220,822.977405
-32256,763.009226,,32256,822.946799
-32292,766.606871,,32292,827.084712
-32328,766.58922,,32328,827.053959
-32364,766.571518,,32364,827.023212
-32400,766.553763,,32400,826.992467
-32436,770.15037,,32436,831.129659
-32472,770.132526,,32472,831.098769
-32508,770.11463,,32508,831.067884
-32544,770.096683,,32544,831.037003
-32580,773.692251,,32580,835.173474
-32616,773.674214,,32616,835.142446
-32652,773.656125,,32652,835.111424
-32688,773.637984,,32688,835.080405
-32724,777.232513,,32724,839.216155
-32760,777.214283,,32760,839.184992
-32796,777.196,,32796,839.153832
-32832,780.78953,,32832,843.289012
-32868,780.771157,,32868,843.257706
-32904,780.752732,,32904,843.226405
-32940,780.734255,,32940,843.195108
-32976,784.326747,,32976,847.329569
-33012,784.308179,,33012,847.298127
-33048,784.289559,,33048,847.266689
-33084,784.270888,,33084,847.235256
-33120,787.862342,,33120,851.368997
-33156,787.843578,,33156,851.337418
-33192,787.824765,,33192,851.305843
-33228,787.805898,,33228,851.274273
-33264,791.396315,,33264,855.407295
-33300,791.377357,,33300,855.37558
-33336,791.358347,,33336,855.343869
-33372,791.339286,,33372,855.312164
-33408,794.928664,,33408,859.444467
-33444,794.90951,,33444,859.412615
-33480,794.890305,,33480,859.380769
-33516,794.871049,,33516,859.348926
-33552,798.459388,,33552,863.480511
-33588,798.440039,,33588,863.448524
-33624,798.420638,,33624,863.416541
-33660,798.401187,,33660,863.384562
-33696,801.988488,,33696,867.51543
-33732,801.968942,,33732,867.483306
-33768,801.949344,,33768,867.451187
-33804,801.929697,,33804,867.419073
-33840,805.515959,,33840,871.549225
-33876,805.496217,,33876,871.516964
-33912,805.476424,,33912,871.48471
-33948,805.45658,,33948,871.452461
-33984,809.041804,,33984,875.581894
-34020,809.021865,,34020,875.5495
-34056,809.001875,,34056,875.517109
-34092,808.981834,,34092,875.484724
-34128,812.566019,,34128,879.613441
-34164,812.545884,,34164,879.580911
-34200,812.525696,,34200,879.548386
-34236,812.505459,,34236,879.515865
-34272,816.088605,,34272,883.643867
-34308,816.068272,,34308,883.611201
-34344,816.047887,,34344,883.57854
-34380,816.027453,,34380,883.545884
-34416,819.60956,,34416,887.673171
-34452,819.589028,,34452,887.64037
-34488,819.568447,,34488,887.607574
-34524,819.547815,,34524,887.574783
-34560,823.128883,,34560,891.701355
-34596,823.108154,,34596,891.668419
-34632,823.087374,,34632,891.635488
-34668,823.066544,,34668,891.602562
-34704,826.646573,,34704,895.728419
-34740,826.625644,,34740,895.695349
-34776,826.604666,,34776,895.662283
-34812,826.583639,,34812,895.629222
-34848,830.162629,,34848,899.754366
-34884,830.141502,,34884,899.721161
-34920,830.120325,,34920,899.68796
-34956,830.099098,,34956,899.654764
-34992,833.677049,,34992,903.779195
-35028,833.655722,,35028,903.745855
-35064,833.634347,,35064,903.712521
-35100,833.612923,,35100,903.67919
-35136,837.189833,,35136,907.802908
-35172,837.168308,,35172,907.769434
-35208,837.146732,,35208,907.735965
-35244,837.125108,,35244,907.7025
-35280,840.700979,,35280,911.825505
-35316,840.679254,,35316,911.791897
-35352,840.65748,,35352,911.758293
-35388,840.635656,,35388,911.724695
-35424,844.210487,,35424,915.846988
-35460,844.188563,,35460,915.813245
-35496,844.166588,,35496,915.779508
-35532,844.144565,,35532,915.745775
-35568,847.718355,,35568,919.867358
-35604,847.69623,,35604,919.833481
-35640,847.674057,,35640,919.799609
-35676,847.651833,,35676,919.765742
-35712,851.224584,,35712,923.886614
-35748,851.202258,,35748,923.852603
-35784,851.179883,,35784,923.818598
-35820,851.157459,,35820,923.784597
-35856,854.729169,,35856,927.904758
-35892,854.706643,,35892,927.870614
-35928,854.684068,,35928,927.836475
-35964,854.661444,,35964,927.802341
-36000,858.232112,,36000,931.921791
-36036,858.209385,,36036,931.887514
-36072,858.186609,,36072,931.853241
-36108,858.163783,,36108,931.818974
-36144,861.733411,,36144,935.937716
-36180,861.710482,,36180,935.903305
-36216,861.687505,,36216,935.868899
-36252,861.664479,,36252,935.834498
-36288,865.233066,,36288,939.95253
-36324,865.209935,,36324,939.917986
-36360,865.186755,,36360,939.883447
-36396,865.163528,,36396,939.848913
-36432,868.731073,,36432,943.966237
-36468,868.707741,,36468,943.93156
-36504,868.68436,,36504,943.896888
-36540,868.66093,,36540,943.862221
-36576,872.227434,,36576,947.978836
-36612,872.203899,,36612,947.944027
-36648,872.180316,,36648,947.909222
-36684,872.156684,,36684,947.874422
-36720,875.722147,,36720,951.990329
-36756,875.698408,,36756,951.955387
-36792,875.674623,,36792,951.920449
-36828,875.650788,,36828,951.885517
-36864,879.215209,,36864,956.000717
-36900,879.191268,,36900,955.965642
-36936,879.16728,,36936,955.930572
-36972,879.143243,,36972,955.895507
-37008,882.706621,,37008,960.01
-37044,882.682477,,37044,959.974792
-37080,882.658285,,37080,959.93959
-37116,882.634045,,37116,959.904393
-37152,886.196381,,37152,964.01818
-37188,886.172034,,37188,963.98284
-37224,886.147638,,37224,963.947505
-37260,886.123196,,37260,963.912176
-37296,889.684488,,37296,968.025257
-37332,889.659937,,37332,967.989784
-37368,889.635338,,37368,967.954318
-37404,889.610691,,37404,967.918857
-37440,893.170942,,37440,972.031232
-37476,893.146186,,37476,971.995628
-37512,893.121384,,37512,971.960029
-37548,893.096533,,37548,971.924435
-37584,896.65574,,37584,976.036107
-37620,896.63078,,37620,976.00037
-37656,896.605773,,37656,975.96464
-37692,896.580719,,37692,975.928915
-37728,900.138882,,37728,980.039881
-37764,900.113717,,37764,980.004014
-37800,900.088506,,37800,979.968151
-37836,900.063247,,37836,979.932294
-37872,903.620366,,37872,984.042557
-37908,903.594997,,37908,984.006557
-37944,903.56958,,37944,983.970563
-37980,903.544117,,37980,983.934574
-38016,907.100192,,38016,988.044134
-38052,907.074618,,38052,988.008004
-38088,907.048995,,38088,987.971878
-38124,907.023327,,38124,987.935758
-38160,910.578359,,38160,992.044614
-38196,910.552578,,38196,992.008353
-38232,910.526751,,38232,991.972096
-38268,910.500876,,38268,991.935844
-38304,914.054863,,38304,996.043998
-38340,914.028878,,38340,996.007606
-38376,914.002845,,38376,995.971218
-38412,913.976765,,38412,995.934835
-38448,917.529708,,38448,1000.042286
-38484,917.503515,,38484,1000.005762
-38520,917.477276,,38520,999.969244
-38556,917.45099,,38556,999.932731
-38592,921.002888,,38592,1004.03948
-38628,920.976489,,38628,1004.002826
-38664,920.950043,,38664,1003.966176
-38700,920.923551,,38700,1003.929532
-38736,924.474404,,38736,1008.035581
-38772,924.447798,,38772,1007.998795
-38808,924.421146,,38808,1007.962015
-38844,924.394447,,38844,1007.925241
-38880,927.944255,,38880,1012.030588
-38916,927.917442,,38916,1011.993673
-38952,927.890583,,38952,1011.956762
-38988,927.863677,,38988,1011.919857
-39024,927.836725,,39024,1011.882957
-39060,931.385418,,39060,1015.987458
-39096,931.358352,,39096,1015.950417
-39132,931.331239,,39132,1015.913382
-39168,931.304081,,39168,1015.876351
-39204,934.851727,,39204,1019.980152
-39240,934.824453,,39240,1019.942981
-39276,934.797133,,39276,1019.905815
-39312,934.769767,,39312,1019.868655
-39348,938.316366,,39348,1023.971757
-39384,938.288885,,39384,1023.934456
-39420,938.261357,,39420,1023.89716
-39456,938.233784,,39456,1023.85987
-39492,941.779335,,39492,1027.962272
-39528,941.751646,,39528,1027.924842
-39564,941.72391,,39564,1027.887416
-39600,941.696129,,39600,1027.849996
-39636,945.240633,,39636,1031.9517
-39672,945.212735,,39672,1031.914139
-39708,945.184791,,39708,1031.876584
-39744,945.156801,,39744,1031.839034
-39780,948.700257,,39780,1035.940039
-39816,948.672151,,39816,1035.902349
-39852,948.643999,,39852,1035.864664
-39888,948.615801,,39888,1035.826985
-39924,952.158209,,39924,1039.927293
-39960,952.129893,,39960,1039.889473
-39996,952.101532,,39996,1039.851659
-40032,952.073125,,40032,1039.813851
-40068,955.614484,,40068,1043.913462
-40104,955.58596,,40104,1043.875513
-40140,955.55739,,40140,1043.837569
-40176,955.528773,,40176,1043.799631
-40212,959.069084,,40212,1047.898546
-40248,959.040349,,40248,1047.860467
-40284,959.011569,,40284,1047.822395
-40320,958.982745,,40320,1047.784328
-40356,962.522006,,40356,1051.882546
-40392,962.493062,,40392,1051.844338
-40428,962.464072,,40428,1051.806137
-40464,966.002358,,40464,1055.903805
-40500,965.97325,,40500,1055.865463
-40536,965.944096,,40536,1055.827127
-40572,965.914896,,40572,1055.788797
-40608,969.452133,,40608,1059.885769
-40644,969.422813,,40644,1059.847298
-40680,969.393449,,40680,1059.808834
-40716,969.36404,,40716,1059.770374
-40752,972.900225,,40752,1063.866651
-40788,972.870696,,40788,1063.828053
-40824,972.841121,,40824,1063.789459
-40860,972.811501,,40860,1063.750871
-40896,976.346638,,40896,1067.846454
-40932,976.316896,,40932,1067.807726
-40968,976.287111,,40968,1067.769005
-41004,976.25728,,41004,1067.730289
-41040,979.791366,,41040,1071.825177
-41076,979.761414,,41076,1071.786321
-41112,979.731417,,41112,1071.747472
-41148,979.701375,,41148,1071.708626
-41184,983.234411,,41184,1075.802822
-41220,983.204247,,41220,1075.763838
-41256,983.174038,,41256,1075.72486
-41292,983.143784,,41292,1075.685887
-41328,986.675769,,41328,1079.779389
-41364,986.645394,,41364,1079.740277
-41400,986.614973,,41400,1079.70117
-41436,986.584508,,41436,1079.66207
-41472,990.115441,,41472,1083.754879
-41508,990.084853,,41508,1083.715639
-41544,990.054221,,41544,1083.676405
-41580,990.023544,,41580,1083.637176
-41616,993.553425,,41616,1087.729293
-41652,993.522625,,41652,1087.689925
-41688,993.491781,,41688,1087.650564
-41724,993.460891,,41724,1087.611206
-41760,996.98972,,41760,1091.702633
-41796,996.958707,,41796,1091.663137
-41832,996.927651,,41832,1091.623647
-41868,996.896548,,41868,1091.584163
-41904,1000.424325,,41904,1095.674897
-41940,1000.3931,,41940,1095.635274
-41976,1000.361829,,41976,1095.595657
-42012,1000.330514,,42012,1095.556045
-42048,1003.857238,,42048,1099.646088
-42084,1003.8258,,42084,1099.606338
-42120,1003.794316,,42120,1099.566594
-42156,1003.762788,,42156,1099.526855
-42192,1007.288459,,42192,1103.616208
-42228,1007.256806,,42228,1103.57633
-42264,1007.225109,,42264,1103.536459
-42300,1007.193368,,42300,1103.496592
-42336,1010.717986,,42336,1107.585255
-42372,1010.686119,,42372,1107.545251
-42408,1010.654208,,42408,1107.505252
-42444,1010.622254,,42444,1107.465259
-42480,1014.145817,,42480,1111.553231
-42516,1014.113737,,42516,1111.5131
-42552,1014.081611,,42552,1111.472975
-42588,1014.049443,,42588,1111.432855
-42624,1017.571952,,42624,1115.520138
-42660,1017.539657,,42660,1115.47988
-42696,1017.507318,,42696,1115.439628
-42732,1017.474935,,42732,1115.399381
-42768,1020.996389,,42768,1119.485976
-42804,1020.963879,,42804,1119.445591
-42840,1020.931326,,42840,1119.405212
-42876,1020.898728,,42876,1119.36484
-42912,1024.419128,,42912,1123.450745
-42948,1024.386403,,42948,1123.410234
-42984,1024.353634,,42984,1123.369729
-43020,1024.320822,,43020,1123.329229
-43056,1027.840166,,43056,1127.414448
-43092,1027.807226,,43092,1127.37381
-43128,1027.774242,,43128,1127.333179
-43164,1027.741215,,43164,1127.292553
-43200,1031.259502,,43200,1131.377084
